nrMessages,payloadSize,sendTimeMs,receiveTimeMs,bandwidthSendMBps,bandwidthReceiveMBps,throughputSendNbMessagesPs,throughputReceiveNbMessagesPs
50000,1024,363,412,141.04683195592287,124.27184466019419,137741.04683195593,121359.22330097089
