nrMessages,payloadSize,sendTimeMs,receiveTimeMs,bandwidthSendMBps,bandwidthReceiveMBps,throughputSendNbMessagesPs,throughputReceiveNbMessagesPs
50000,1024,618,422,82.84789644012945,121.32701421800948,80906.14886731391,118483.41232227489
