nrMessages,payloadSize,sendTimeMs,receiveTimeMs,bandwidthSendMBps,bandwidthReceiveMBps,throughputSendNbMessagesPs,throughputReceiveNbMessagesPs
50000,1024,312,247,164.1025641025641,207.28744939271257,160256.41025641025,202429.14979757086
