nrMessages,payloadSize,sendTimeMs,receiveTimeMs,bandwidthSendMBps,bandwidthReceiveMBps,throughputSendNbMessagesPs,throughputReceiveNbMessagesPs
50000,1024,74,3,691.891891891892,17066.666666666664,675675.6756756757,1.6666666666666666E7
